año,sector,actividad,subactividad,categoria,id_ipcc,tipo_de_gas,valor_en_toneladas_de_co2e,tipo_de_registro
2009,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2010,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2011,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.0,Sin emisión/remoción
2019,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.0,Sin emisión/remoción
2020,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Uso no energético,Uso de productos no energéticos de combustibles y de solvente,2D2,CO2,0.01,Emisión
1997,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
1998,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.02,Emisión
1999,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.05,Emisión
2000,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.09,Emisión
2001,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.13,Emisión
2002,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.19,Emisión
2003,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.25,Emisión
2004,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.31,Emisión
2005,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.38,Emisión
2006,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.45,Emisión
2007,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.52,Emisión
2008,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.59,Emisión
2009,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.67,Emisión
2009,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2010,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.74,Emisión
2010,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2011,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.82,Emisión
2011,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.9,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.05,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.19,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.29,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.33,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.34,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.39,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.36,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.31,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.35,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,1.36,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1e,HFC,0.0,Sin emisión/remoción
1997,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
1998,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
1999,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.01,Emisión
2000,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.02,Emisión
2001,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.03,Emisión
2002,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.04,Emisión
2003,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.06,Emisión
2004,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.08,Emisión
2005,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.1,Emisión
2006,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.14,Emisión
2007,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2007,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.16,Emisión
2008,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2008,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.18,Emisión
2009,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.01,Emisión
2009,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.2,Emisión
2009,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2010,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.01,Emisión
2010,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.22,Emisión
2010,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2011,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.02,Emisión
2011,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2011,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.25,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.02,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.06,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.27,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.03,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.03,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.17,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.3,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.08,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.09,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.52,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.32,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.15,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.16,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.89,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.35,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.24,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.23,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,1.29,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.39,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.33,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.26,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,1.54,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.47,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.43,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.29,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,1.79,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.57,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.53,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.32,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,1.98,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.64,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.57,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.34,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,2.06,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.68,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.6,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.37,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,2.34,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.75,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.66,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.0,Sin emisión/remoción
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.41,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,2.56,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.81,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F1f,HFC,0.62,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.0,Sin emisión/remoción
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F2,HFC,0.01,Emisión
2011,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.0,Sin emisión/remoción
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.0,Sin emisión/remoción
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.0,Sin emisión/remoción
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.0,Sin emisión/remoción
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.0,Sin emisión/remoción
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.01,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.02,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F3,HFC,0.0,Sin emisión/remoción
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.09,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.02,Emisión
2012,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.0,Sin emisión/remoción
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.23,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.02,Emisión
2013,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.01,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.27,Emisión
2014,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.01,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.35,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.03,Emisión
2015,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.02,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.43,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.06,Emisión
2016,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.02,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.42,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.11,Emisión
2017,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.01,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.37,Emisión
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.07,Emisión
