año,sector,actividad,subactividad,categoria,id_ipcc,tipo_de_gas,valor_en_toneladas_de_co2e,tipo_de_registro
2018,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.0,Sin emisión/remoción
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.31,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.04,Emisión
2019,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.0,Sin emisión/remoción
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.38,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.03,Emisión
2020,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.0,Sin emisión/remoción
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.44,Emisión
2021,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.0,Sin emisión/remoción
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.56,Emisión
2022,Procesos industriales y uso de productos,Uso de productos,Usos de Sustitutos de SAO,Usos de productos como sustitutos de las SAO,2F4,HFC,0.0,Sin emisión/remoción
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,6.76,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,6.77,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.02,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.21,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.49,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.48,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.53,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.53,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.6,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.9,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.82,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.65,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.31,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.07,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.35,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.37,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.48,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.23,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.42,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.53,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.49,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.65,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.79,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.79,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.78,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.89,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.39,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.21,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.35,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.03,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.15,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.14,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos Lecheros,3A1a,CH4,7.14,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,70.01,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,71.31,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,72.42,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,74.32,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,74.84,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,73.4,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,70.44,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,69.24,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,65.05,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,68.15,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,67.46,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,65.69,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,68.82,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,70.89,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,71.67,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,71.84,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,72.18,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,71.99,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,72.5,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,69.22,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,62.66,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,59.64,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,61.5,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,63.04,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,64.0,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,63.58,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,64.07,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,65.97,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,66.16,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,66.38,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,65.41,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,65.38,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Bovinos de Carne,3A1b,CH4,64.83,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.78,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.72,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.65,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.58,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.36,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.13,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.01,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.85,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.88,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.92,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.9,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.82,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.75,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,1.94,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.12,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.17,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.22,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.26,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.24,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.14,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.1,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.06,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.06,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.04,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.03,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.08,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.08,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Ganadería,Fermentación Entérica,Otras Ganaderías,3A2,CH4,2.06,Emisión
